cluster,latitude,longitude,recency_danger_metric,danger_metric,danger_metric_trajectory,n_serious,n_fatal,danger_rank,gmaps_link
531,51.5104686,-0.1834054,5.947943204259675,5,0.02467532467532468,5,0,136.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5104686+-0.1834054
437,51.4534116,-0.2121528,5.910603063112648,5,0.024675324675324673,5,0,137.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4534116+-0.2121528
174,51.55765683333334,-0.11956433333333333,5.885542138376933,6,-0.007792207792207792,6,0,138.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.55765683333334+-0.11956433333333333
375,51.4908134,-0.2069314,5.876448786878341,5,0.02597402597402597,5,0,139.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4908134+-0.2069314
119,51.51427566666666,-0.05564616666666666,5.874156990098756,6,-0.0025974025974025987,6,0,140.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51427566666666+-0.05564616666666666
389,51.50084939999999,-0.0986908,5.857332496431269,5,0.024675324675324673,5,0,141.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50084939999999+-0.0986908
419,51.473666800000004,-0.1836298,5.848558572123763,5,0.020779220779220786,5,0,142.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.473666800000004+-0.1836298
350,51.5172778,-0.066845,5.833121601942917,5,0.02207792207792208,5,0,143.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5172778+-0.066845
420,51.505176600000006,-0.2251776,5.827265857293865,5,0.01948051948051948,5,0,144.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.505176600000006+-0.2251776
299,51.527698799999996,-0.145835,5.793041244273932,5,0.023376623376623377,5,0,145.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.527698799999996+-0.145835
331,51.47994,-0.14032039999999998,5.734063384314594,5,0.024675324675324673,5,0,146.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.47994+-0.14032039999999998
477,51.54587,-0.06243133333333334,5.720417321751628,5,0.014285714285714284,2,1,147.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.54587+-0.06243133333333334
430,51.4702582,-0.11256600000000001,5.719463875744306,5,0.015584415584415581,5,0,148.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4702582+-0.11256600000000001
226,51.522422750000004,-0.10213325,5.69365661213802,6,-0.015584415584415588,3,1,149.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.522422750000004+-0.10213325
138,51.521823600000005,-0.08697819999999999,5.691541194015399,7,-0.032467532467532464,4,1,150.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521823600000005+-0.08697819999999999
319,51.504672400000004,-0.0933654,5.681675314854906,5,0.016883116883116885,5,0,151.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.504672400000004+-0.0933654
275,51.44102266666667,-0.08925366666666668,5.6488477083728945,5,0.016883116883116885,2,1,152.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.44102266666667+-0.08925366666666668
96,51.50984833333334,-0.12290250000000001,5.635483746814912,6,-0.009090909090909089,6,0,153.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50984833333334+-0.12290250000000001
366,51.46433733333333,-0.16234800000000002,5.623150011741187,5,0.014285714285714284,2,1,154.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.46433733333333+-0.16234800000000002
155,51.489511400000005,-0.1559478,5.567449861543085,5,0.018181818181818177,5,0,155.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.489511400000005+-0.1559478
14,51.5204516,-0.07896339999999999,5.516297339095703,7,-0.03506493506493506,4,1,156.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5204516+-0.07896339999999999
117,51.521087,-0.0496994,5.489181958591087,5,0.01948051948051948,5,0,157.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521087+-0.0496994
349,51.52179639999999,-0.0460692,5.48633411571826,5,0.009090909090909089,5,0,158.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.52179639999999+-0.0460692
83,51.5066234,-0.2492556,5.4785087782063036,5,0.027272727272727275,5,0,159.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5066234+-0.2492556
156,51.48435533333333,-0.17580166666666666,5.419387326087647,6,-0.02077922077922078,6,0,160.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48435533333333+-0.17580166666666666
266,51.5307518,-0.1018632,5.410000712543462,5,0.005194805194805198,5,0,161.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5307518+-0.1018632
